[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2022-05-30 01:38:15.064756 I | etcdmain: etcd Version: 3.4.13
2022-05-30 07:00:00.107903 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (320.424635ms) to execute
2022-05-30 07:00:01.969074 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:00:11.969112 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:00:21.971275 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:00:31.970031 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:00:41.968716 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:00:48.863354 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-xcn54.16f3cfdfa65e9254\" " with result "range_response_count:0 size:6" took too long (119.99989ms) to execute
2022-05-30 07:00:49.154062 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (266.654099ms) to execute
2022-05-30 07:00:49.813517 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-z46mx.16f3cfdfa9055750\" " with result "range_response_count:0 size:6" took too long (471.401655ms) to execute
2022-05-30 07:00:50.434582 W | etcdserver: read-only range request "key:\"/registry/pods/downward-api-4506/downward-api-aeebb65c-f058-47e3-9587-26d55e44d976\" " with result "range_response_count:1 size:2559" took too long (264.78217ms) to execute
2022-05-30 07:00:50.434611 W | etcdserver: read-only range request "key:\"/registry/events/\" range_end:\"/registry/events0\" count_only:true " with result "range_response_count:0 size:8" took too long (249.208638ms) to execute
2022-05-30 07:00:51.731947 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (551.894908ms) to execute
2022-05-30 07:00:51.732204 W | etcdserver: request "header:<ID:5991336796231993573 > lease_revoke:<id:532581129d2287e7>" with result "size:30" took too long (329.318702ms) to execute
2022-05-30 07:00:51.970961 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:00:52.225935 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (163.35463ms) to execute
2022-05-30 07:00:52.659614 W | etcdserver: read-only range request "key:\"/registry/pods/downward-api-4506/downward-api-aeebb65c-f058-47e3-9587-26d55e44d976\" " with result "range_response_count:1 size:2559" took too long (216.760713ms) to execute
2022-05-30 07:00:52.659976 W | etcdserver: read-only range request "key:\"/registry/priorityclasses/\" range_end:\"/registry/priorityclasses0\" count_only:true " with result "range_response_count:0 size:8" took too long (261.436397ms) to execute
2022-05-30 07:00:52.660109 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (406.605223ms) to execute
2022-05-30 07:00:53.073400 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/\" range_end:\"/registry/serviceaccounts0\" count_only:true " with result "range_response_count:0 size:8" took too long (266.118608ms) to execute
2022-05-30 07:00:53.073941 W | etcdserver: read-only range request "key:\"/registry/namespaces/gc-517\" " with result "range_response_count:1 size:409" took too long (252.235414ms) to execute
2022-05-30 07:00:53.515504 W | etcdserver: read-only range request "key:\"/registry/leases/pods-9383/\" range_end:\"/registry/leases/pods-93830\" " with result "range_response_count:0 size:6" took too long (261.353587ms) to execute
2022-05-30 07:00:53.515834 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-c2fpc.16f3cfcac525d257\" " with result "range_response_count:1 size:806" took too long (261.964962ms) to execute
2022-05-30 07:00:53.517767 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations/\" range_end:\"/registry/validatingwebhookconfigurations0\" count_only:true " with result "range_response_count:0 size:6" took too long (117.710591ms) to execute
2022-05-30 07:00:53.710168 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-c2fpc.16f3cfcc3b0d68f9\" " with result "range_response_count:1 size:750" took too long (187.851462ms) to execute
2022-05-30 07:00:53.710578 W | etcdserver: read-only range request "key:\"/registry/services/specs/pods-9383/\" range_end:\"/registry/services/specs/pods-93830\" " with result "range_response_count:0 size:6" took too long (186.557325ms) to execute
2022-05-30 07:00:54.383090 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (233.202062ms) to execute
2022-05-30 07:00:54.383308 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-c2fpc.16f3cfcc7dcb17d4\" " with result "range_response_count:1 size:750" took too long (666.45649ms) to execute
2022-05-30 07:00:54.383432 W | etcdserver: read-only range request "key:\"/registry/services/specs/pods-9383/\" range_end:\"/registry/services/specs/pods-93830\" " with result "range_response_count:0 size:6" took too long (668.139527ms) to execute
2022-05-30 07:00:54.383522 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (637.278286ms) to execute
2022-05-30 07:00:54.674534 W | etcdserver: read-only range request "key:\"/registry/events/pods-9383/\" range_end:\"/registry/events/pods-93830\" " with result "range_response_count:1 size:883" took too long (278.607696ms) to execute
2022-05-30 07:00:54.770210 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-c2fpc.16f3cfdf93d2e85e\" " with result "range_response_count:1 size:751" took too long (329.181069ms) to execute
2022-05-30 07:00:55.181844 W | etcdserver: read-only range request "key:\"/registry/events/pods-9383/pod-qos-class-2a770731-36b8-43a5-b8d2-98b846ef37d6.16f3cfdfbd934af4\" " with result "range_response_count:1 size:883" took too long (404.985202ms) to execute
2022-05-30 07:00:55.182742 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (405.030782ms) to execute
2022-05-30 07:00:55.183017 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-c2fpc.16f3cfdf93d2e85e\" " with result "range_response_count:1 size:751" took too long (405.807149ms) to execute
2022-05-30 07:00:55.543923 W | etcdserver: request "header:<ID:5991336796231993646 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:52837 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:496 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (180.682786ms) to execute
2022-05-30 07:00:55.544537 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-hsh7f.16f3cfc7bf3af3e7\" " with result "range_response_count:1 size:747" took too long (355.749504ms) to execute
2022-05-30 07:00:55.556419 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/sonobuoy-e2e-job-8e0fe1b369e84dc8\" " with result "range_response_count:1 size:8691" took too long (101.110738ms) to execute
2022-05-30 07:00:55.965532 W | etcdserver: read-only range request "key:\"/registry/jobs/pods-9383/\" range_end:\"/registry/jobs/pods-93830\" " with result "range_response_count:0 size:6" took too long (323.52268ms) to execute
2022-05-30 07:00:55.969837 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-hsh7f.16f3cfc80e49151c\" " with result "range_response_count:1 size:817" took too long (400.562609ms) to execute
2022-05-30 07:00:55.970114 W | etcdserver: request "header:<ID:5991336796231993656 > lease_revoke:<id:532581129d218a32>" with result "size:30" took too long (143.737337ms) to execute
2022-05-30 07:00:56.485335 W | etcdserver: request "header:<ID:5991336796231993711 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/secrets/pods-9383/default-token-49jxg\" mod_revision:52814 > success:<request_delete_range:<key:\"/registry/secrets/pods-9383/default-token-49jxg\" > > failure:<request_range:<key:\"/registry/secrets/pods-9383/default-token-49jxg\" > >>" with result "size:20" took too long (142.424217ms) to execute
2022-05-30 07:00:56.485621 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-j5wwd.16f3cfcc6510c796\" " with result "range_response_count:1 size:750" took too long (193.843496ms) to execute
2022-05-30 07:00:56.485888 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:131" took too long (192.746852ms) to execute
2022-05-30 07:00:56.969100 W | etcdserver: request "header:<ID:5991336796231993719 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/gc-517/simpletest.rc-j5wwd.16f3cfcc6510c796\" mod_revision:52577 > success:<request_delete_range:<key:\"/registry/events/gc-517/simpletest.rc-j5wwd.16f3cfcc6510c796\" > > failure:<request_range:<key:\"/registry/events/gc-517/simpletest.rc-j5wwd.16f3cfcc6510c796\" > >>" with result "size:20" took too long (352.482732ms) to execute
2022-05-30 07:00:56.972396 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/pods-9383/\" range_end:\"/registry/services/endpoints/pods-93830\" " with result "range_response_count:0 size:6" took too long (478.42034ms) to execute
2022-05-30 07:00:56.974820 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/pods-9383/default\" " with result "range_response_count:1 size:180" took too long (476.767346ms) to execute
2022-05-30 07:00:56.976432 W | etcdserver: read-only range request "key:\"/registry/namespaces/sonobuoy\" " with result "range_response_count:1 size:256" took too long (136.878836ms) to execute
2022-05-30 07:00:56.977824 W | etcdserver: read-only range request "key:\"/registry/pods/downward-api-4506/downward-api-aeebb65c-f058-47e3-9587-26d55e44d976\" " with result "range_response_count:1 size:2559" took too long (182.902279ms) to execute
2022-05-30 07:00:56.980860 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (294.587325ms) to execute
2022-05-30 07:00:57.322825 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (186.747037ms) to execute
2022-05-30 07:00:57.325787 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/\" range_end:\"/registry/pods/sonobuoy0\" " with result "range_response_count:3 size:22300" took too long (237.042488ms) to execute
2022-05-30 07:00:57.326166 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/\" range_end:\"/registry/pods/sonobuoy0\" " with result "range_response_count:3 size:22300" took too long (338.521631ms) to execute
2022-05-30 07:00:57.326234 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-jz8gf.16f3cfc7bc6b566a\" " with result "range_response_count:1 size:747" took too long (341.534749ms) to execute
2022-05-30 07:00:57.326311 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (342.304825ms) to execute
2022-05-30 07:00:57.326430 W | etcdserver: read-only range request "key:\"/registry/deployments/pods-9383/\" range_end:\"/registry/deployments/pods-93830\" " with result "range_response_count:0 size:6" took too long (338.698766ms) to execute
2022-05-30 07:00:57.650016 W | etcdserver: read-only range request "key:\"/registry/events/gc-517/simpletest.rc-jz8gf.16f3cfcc2e50f5dc\" " with result "range_response_count:1 size:750" took too long (221.052777ms) to execute
2022-05-30 07:00:57.650315 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/pods-9383/\" range_end:\"/registry/poddisruptionbudgets/pods-93830\" " with result "range_response_count:0 size:6" took too long (219.888356ms) to execute
2022-05-30 07:00:58.175109 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/pods-9383/\" range_end:\"/registry/resourcequotas/pods-93830\" " with result "range_response_count:0 size:6" took too long (509.740266ms) to execute
